name,author,rating,total_review,type,current_price,first_price,book_url,asin
"Microsoft SQL Server 2019: A Beginner's Guide, Seventh Edition",Dusan Petkovic,4.5,66,Paperback,38.85,50.00,https://www.amazon.com//Microsoft-SQL-Server-2019-Beginners/dp/1260458873/ref=sr_1_60?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411630&sprefix=sql+b%2Caps%2C498&sr=8-60,1260458873
"SQL: 3 books 1 - The Ultimate Beginner, Intermediate & Expert Guides To Master SQL Programming Quickly with Practical Exercises",Mark Reed,4.5,284,Paperback,24.69,25.99,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A1024232A6BCWAIDU40C&qualifier=1675411644&id=8571794964797832&widgetName=sp_atf&url=%2FSQL-Intermediate-Programming-Practical-Exercises%2Fdp%2FB0B5MM3RMK%2Fref%3Dsr_1_1_sspa%3Fcrid%3DGNW0L9FR9XFO%26keywords%3DSQL%2Bbook%26qid%3D1675411644%26sprefix%3Dsql%2Bb%252Caps%252C498%26sr%3D8-1-spons%26psc%3D1,B0B5MM3RMK
"SQL QuickStart Guide: The Simplified Beginner's Guide to Managing, Analyzing, and Manipulating Data With SQL",Walter Shields,4.6,1377,Paperback,22.49,24.99,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A033089710N1H97AT5DFJ&qualifier=1675411644&id=8571794964797832&widgetName=sp_atf&url=%2FSQL-QuickStart-Guide-Simplified-Manipulating%2Fdp%2F1945051752%2Fref%3Dsr_1_2_sspa%3Fcrid%3DGNW0L9FR9XFO%26keywords%3DSQL%2Bbook%26qid%3D1675411644%26sprefix%3Dsql%2Bb%252Caps%252C498%26sr%3D8-2-spons%26psc%3D1,1945051752
Python Programming and SQL: 5 books in 1 - The #1 Coding Course from Beginner to Advanced. Learn it Well & Fast (2023),Part of: Computer Programming (28 books),5.0,123,Paperback,36.99,36.99,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A0903029O1FVHGNGEA84&qualifier=1675411644&id=8571794964797832&widgetName=sp_atf&url=%2FPython-Programming-SQL-Beginner-Advanced%2Fdp%2FB0BRYWKKVJ%2Fref%3Dsr_1_3_sspa%3Fcrid%3DGNW0L9FR9XFO%26keywords%3DSQL%2Bbook%26qid%3D1675411644%26sprefix%3Dsql%2Bb%252Caps%252C498%26sr%3D8-3-spons%26psc%3D1,B0BRYWKKVJ
Learn SQL Database Programming: Query and manipulate databases from popular relational database servers using SQL,Josephine Bush,4.4,26,Paperback,39.99,41.99,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A091047228MHGH20P0RHP&qualifier=1675411644&id=8571794964797832&widgetName=sp_atf&url=%2FLearn-SQL-Database-Programming-manipulate%2Fdp%2F1838984763%2Fref%3Dsr_1_4_sspa%3Fcrid%3DGNW0L9FR9XFO%26keywords%3DSQL%2Bbook%26qid%3D1675411644%26sprefix%3Dsql%2Bb%252Caps%252C498%26sr%3D8-4-spons%26psc%3D1,1838984763
"SQL: 3 books 1 - The Ultimate Beginner, Intermediate & Expert Guides To Master SQL Programming Quickly with Practical Exercises",Mark Reed,4.5,284,Paperback,24.69,25.99,https://www.amazon.com//SQL-Intermediate-Programming-Practical-Exercises/dp/B0B5MM3RMK/ref=sr_1_5?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411644&sprefix=sql+b%2Caps%2C498&sr=8-5,B0B5MM3RMK
"SQL QuickStart Guide: The Simplified Beginner's Guide to Managing, Analyzing, and Manipulating Data With SQL",Walter Shields,4.6,1377,Paperback,22.49,24.99,https://www.amazon.com//SQL-QuickStart-Guide-Simplified-Manipulating/dp/1945051752/ref=sr_1_6?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411644&sprefix=sql+b%2Caps%2C498&sr=8-6,1945051752
"Learning SQL: Generate, Manipulate, and Retrieve Data",Alan Beaulieu,4.6,384,Paperback,28.49,59.99,https://www.amazon.com//Learning-SQL-Generate-Manipulate-Retrieve/dp/1492057614/ref=sr_1_7?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411644&sprefix=sql+b%2Caps%2C498&sr=8-7,1492057614
"Practical SQL, 2nd Edition: A Beginner's Guide to Storytelling with Data",Anthony DeBarros,4.8,94,Paperback,13.49,27.99,https://www.amazon.com//Practical-SQL-2nd-Beginners-Storytelling/dp/1718501064/ref=sr_1_8?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411644&sprefix=sql+b%2Caps%2C498&sr=8-8,1718501064
Python Programming and SQL: 5 books in 1 - The #1 Coding Course from Beginner to Advanced. Learn it Well & Fast (2023) (Computer Programming),Part of: Computer Programming (28 books),5.0,123,Kindle,0.00,0.00,https://www.amazon.com//Python-Programming-SQL-Beginner-Advanced-ebook/dp/B0BS12Z42Z/ref=sr_1_9?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411644&sprefix=sql+b%2Caps%2C498&sr=8-9,B0BS12Z42Z
"SQL in 10 Minutes a Day, Sams Teach Yourself",Part of: Sams Teach Yourself (142 books),4.7,456,Paperback,23.99,29.99,https://www.amazon.com//SQL-Minutes-Sams-Teach-Yourself/dp/0135182794/ref=sr_1_10?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411644&sprefix=sql+b%2Caps%2C498&sr=8-10,0135182794
SQL All-in-One For Dummies,Allen G. Taylor,4.6,808,Paperback,20.01,39.99,https://www.amazon.com//All-One-Dummies-Computer-Tech/dp/1119569613/ref=sr_1_11?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411644&sprefix=sql+b%2Caps%2C498&sr=8-11,1119569613
SQL for Data Analysis: Advanced Techniques for Transforming Data into Insights,Cathy Tanimura,4.6,76,Paperback,40.49,59.99,https://www.amazon.com//SQL-Data-Analysis-Techniques-Transforming/dp/1492088781/ref=sr_1_12?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411644&sprefix=sql+b%2Caps%2C498&sr=8-12,1492088781
SQL [6 BOOKS in 1]: The Ultimate Beginner to Advanced Guide to Master SQL Quickly with Step-by-Step Practical Examples | Includes Interview Questions & Answers,Liam DeSantis,4.9,154,Kindle,0.00,0.00,https://www.amazon.com//SQL-BOOKS-Step-Step-Practical-ebook/dp/B0BRWZ452Y/ref=sr_1_13?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411644&sprefix=sql+b%2Caps%2C498&sr=8-13,B0BRWZ452Y
"SQL for Data Analytics: Harness the power of SQL to extract insights from data, 3rd Edition",Jun Shan,4.6,36,Paperback,44.99,44.99,https://www.amazon.com//SQL-Data-Analytics-Harness-insights/dp/180181287X/ref=sr_1_14?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411644&sprefix=sql+b%2Caps%2C498&sr=8-14,180181287X
"SQL Practice Problems: 57 beginning, intermediate, and advanced challenges for you to solve using a “learn-by-doing” approach",Sylvia Moestl Vasilik,4.4,496,Paperback,19.49,19.49,https://www.amazon.com//SQL-Practice-Problems-learn-doing/dp/1520807635/ref=sr_1_15?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411644&sprefix=sql+b%2Caps%2C498&sr=8-15,1520807635
T-SQL Fundamentals (Developer Reference),Part of: Developer Reference (71 books),4.7,358,Paperback,47.49,49.99,https://www.amazon.com//T-SQL-Fundamentals-3rd-Itzik-Ben-Gan/dp/150930200X/ref=sr_1_16?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411644&sprefix=sql+b%2Caps%2C498&sr=8-16,150930200X
SQL [6 BOOKS in 1]: The Ultimate Beginner to Advanced Guide to Master SQL Quickly with Step-by-Step Practical Examples | Includes Interview Questions & Answers,Liam DeSantis,4.9,154,Paperback,21.99,21.99,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A086349413ABNTIF999YH&qualifier=1675411644&id=8571794964797832&widgetName=sp_mtf&url=%2FSQL-BOOKS-Step-Step-Practical%2Fdp%2FB0BRQDYFL7%2Fref%3Dsr_1_17_sspa%3Fcrid%3DGNW0L9FR9XFO%26keywords%3DSQL%2Bbook%26qid%3D1675411644%26sprefix%3Dsql%2Bb%252Caps%252C498%26sr%3D8-17-spons%26psc%3D1,B0BRQDYFL7
Excel: The most updated bible to master Microsoft Excel from scratch in less than 7 minutes a day | Discover all the features & formulas with step-by-step tutorials,Leonard J. Ledger,4.3,1383,Paperback,18.77,19.97,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A02966671HIW0U1WCSPCQ&qualifier=1675411644&id=8571794964797832&widgetName=sp_mtf&url=%2FExcel-2022-Microsoft-step-step%2Fdp%2FB09X4YHJLW%2Fref%3Dsr_1_18_sspa%3Fcrid%3DGNW0L9FR9XFO%26keywords%3DSQL%2Bbook%26qid%3D1675411644%26sprefix%3Dsql%2Bb%252Caps%252C498%26sr%3D8-18-spons%26psc%3D1,B09X4YHJLW
"Microsoft Office 365 for Beginners: The Ultimate Guide to Using Office Like a Pro (Includes Excel, Word, PowerPoint, OneNote, Access, Outlook, SharePoint, Publisher, Teams, and OneDrive)",Eric Walker,5.0,669,Paperback,24.95,24.95,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A0878066MQG0MAATZ1JJ&qualifier=1675411644&id=8571794964797832&widgetName=sp_mtf&url=%2FMicrosoft-Office-365-Beginners-PowerPoint%2Fdp%2FB0BRZ4GBMX%2Fref%3Dsr_1_19_sspa%3Fcrid%3DGNW0L9FR9XFO%26keywords%3DSQL%2Bbook%26qid%3D1675411644%26sprefix%3Dsql%2Bb%252Caps%252C498%26sr%3D8-19-spons%26psc%3D1,B0BRZ4GBMX
Python for Beginners: The Biggest Python Programming Crash Course for Beginners | Learn Python Coding Like a PRO in 7 Days! + Hands-On Workbook,PROGRAMMING LANGUAGES ACADEMY,4.4,293,Paperback,19.95,19.95,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A03959322M6J10QXWM1UL&qualifier=1675411644&id=8571794964797832&widgetName=sp_mtf&url=%2FPython-Beginners-Books-Programming-Workbook%2Fdp%2F1654414018%2Fref%3Dsr_1_20_sspa%3Fcrid%3DGNW0L9FR9XFO%26keywords%3DSQL%2Bbook%26qid%3D1675411644%26sprefix%3Dsql%2Bb%252Caps%252C498%26sr%3D8-20-spons%26psc%3D1,1654414018
Data Analysis Using SQL and Excel,Gordon S. Linoff,4.4,96,Paperback,35.74,50.00,https://www.amazon.com//Data-Analysis-Using-SQL-Excel/dp/111902143X/ref=sr_1_21?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411644&sprefix=sql+b%2Caps%2C498&sr=8-21,111902143X
The Big Book Of SQL Queries: 250+ SQL Practice Queries (SQL Series),Part of: SQL Series (5 books),4.6,7,Paperback,24.95,24.95,https://www.amazon.com//Big-Book-SQL-Queries-Practice/dp/1935208497/ref=sr_1_22?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411644&sprefix=sql+b%2Caps%2C498&sr=8-22,1935208497
Head First SQL: Your Brain on SQL -- A Learner's Guide,Part of: Head First (26 books),4.4,298,Paperback,52.77,59.99,https://www.amazon.com//Head-First-SQL-Brain-Learners/dp/0596526849/ref=sr_1_23?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411644&sprefix=sql+b%2Caps%2C498&sr=8-23,0596526849
SQL for Data Analytics: Perform efficient and fast data analysis with the power of SQL,Chad Knowles,4.9,194,Paperback,15.97,15.97,https://www.amazon.com//SQL-Data-Analytics-efficient-analysis/dp/B0BG5JN89K/ref=sr_1_24?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411644&sprefix=sql+b%2Caps%2C498&sr=8-24,B0BG5JN89K
"The Microsoft Office 365 Bible: The Most Updated and Complete Guide to Excel, Word, PowerPoint, Outlook, OneNote, OneDrive, Teams, Access, and Publisher from Beginners to Advanced",James Holler,5.0,699,Paperback,24.35,27.97,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A0093338210FC9ZM95F8G&qualifier=1675411644&id=8571794964797832&widgetName=sp_mtf&url=%2FMicrosoft-Office-365-Bible-PowerPoint%2Fdp%2FB0BPGMWG6L%2Fref%3Dsr_1_25_sspa%3Fcrid%3DGNW0L9FR9XFO%26keywords%3DSQL%2Bbook%26qid%3D1675411644%26sprefix%3Dsql%2Bb%252Caps%252C498%26sr%3D8-25-spons%26psc%3D1,B0BPGMWG6L
Python Programming for Beginners: 2 Books in 1 - The Ultimate Step-by-Step Guide To Learn Python Programming Quickly with Practical Exercises,Part of: Computer Programming (28 books),4.7,199,Paperback,21.99,21.99,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A0169332PEP6HAD33SM2&qualifier=1675411644&id=8571794964797832&widgetName=sp_mtf&url=%2FPython-Programming-Beginners-Step-Step%2Fdp%2FB0B7QPFY8K%2Fref%3Dsr_1_26_sspa%3Fcrid%3DGNW0L9FR9XFO%26keywords%3DSQL%2Bbook%26qid%3D1675411644%26sprefix%3Dsql%2Bb%252Caps%252C498%26sr%3D8-26-spons%26psc%3D1,B0B7QPFY8K
SQL for Data Analytics: Perform efficient and fast data analysis with the power of SQL,Chad Knowles,4.9,194,Paperback,15.97,15.97,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A0492571P7LVKSU93F2O&qualifier=1675411644&id=8571794964797832&widgetName=sp_mtf&url=%2FSQL-Data-Analytics-efficient-analysis%2Fdp%2FB0BG5JN89K%2Fref%3Dsr_1_27_sspa%3Fcrid%3DGNW0L9FR9XFO%26keywords%3DSQL%2Bbook%26qid%3D1675411644%26sprefix%3Dsql%2Bb%252Caps%252C498%26sr%3D8-27-spons%26psc%3D1,B0BG5JN89K
SQL for Data Analytics: Perform fast and efficient data analysis with the power of SQL,Matt Goldwasser,4.4,235,Paperback,27.88,79.99,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A0118292IQLTSN5YA5PV&qualifier=1675411644&id=8571794964797832&widgetName=sp_mtf&url=%2FSQL-Data-Analytics-efficient-analysis%2Fdp%2F1789807352%2Fref%3Dsr_1_28_sspa%3Fcrid%3DGNW0L9FR9XFO%26keywords%3DSQL%2Bbook%26qid%3D1675411644%26sprefix%3Dsql%2Bb%252Caps%252C498%26sr%3D8-28-spons%26psc%3D1,1789807352
SQL Pocket Guide: A Guide to SQL Usage,Alice Zhao,4.7,121,Paperback,28.49,29.99,https://www.amazon.com//SQL-Pocket-Guide-Usage/dp/1492090409/ref=sr_1_29?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411644&sprefix=sql+b%2Caps%2C498&sr=8-29,1492090409
SQL: Learn SQL (using MySQL) in One Day and Learn It Well. SQL for Beginners with Hands-on Project. (Learn Coding Fast with Hands-On Project Book 5),Book 5 of 7: Learn Coding Fast with Hands-On Project,4.5,910,Kindle,2.99,2.99,https://www.amazon.com//SQL-Beginners-Hands-Project-Project-ebook/dp/B07K374J19/ref=sr_1_30?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411644&sprefix=sql+b%2Caps%2C498&sr=8-30,B07K374J19
SQL Cookbook: Query Solutions and Techniques for All SQL Users,Robert de Graaf,4.6,141,Paperback,26.59,53.16,https://www.amazon.com//SQL-Cookbook-Query-Solutions-Techniques/dp/1492077445/ref=sr_1_31?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411644&sprefix=sql+b%2Caps%2C498&sr=8-31,1492077445
SQL Cookbook: Query Solutions and Techniques for Database Developers (Cookbooks (O'Reilly)),Anthony Molinaro,4.6,301,Paperback,,,https://www.amazon.com//SQL-Cookbook-Solutions-Techniques-Developers/dp/0596009763/ref=sr_1_32?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411644&sprefix=sql+b%2Caps%2C498&sr=8-32,0596009763
SQL for Data Analytics: Perform fast and efficient data analysis with the power of SQL,Matt Goldwasser,4.4,235,Paperback,27.88,79.99,https://www.amazon.com//SQL-Data-Analytics-efficient-analysis/dp/1789807352/ref=sr_1_33?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411644&sprefix=sql+b%2Caps%2C498&sr=8-33,1789807352
Simple SQL: Beginner’s Guide To Master SQL And Boost Career (Zero To Hero),Dane Wade,4.5,71,Kindle,0.00,0.00,https://www.amazon.com//Simple-SQL-Beginners-Master-Career-ebook/dp/B0B357WNV1/ref=sr_1_34?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411644&sprefix=sql+b%2Caps%2C498&sr=8-34,B0B357WNV1
SQL in a Nutshell: A Desktop Quick Reference,Regina Obe,4.5,5,Paperback,26.60,69.99,https://www.amazon.com//SQL-Nutshell-Desktop-Quick-Reference/dp/1492088862/ref=sr_1_35?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411644&sprefix=sql+b%2Caps%2C498&sr=8-35,1492088862
"SQL: Easy SQL Programming & Database Management For Beginners, Your Step-By-Step Guide To Learning The SQL Database (SQL Series Book 1)",Felix Alvaro,4.2,92,Kindle,0.00,0.00,https://www.amazon.com//SQL-Programming-Management-Step-Step-ebook/dp/B01MDV363Y/ref=sr_1_36?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411644&sprefix=sql+b%2Caps%2C498&sr=8-36,B01MDV363Y
SQL Server 2022 Query Performance Tuning: Troubleshoot and Optimize Query Performance,Grant Fritchey,5.0,2,Paperback,55.49,59.99,https://www.amazon.com//Server-2022-Query-Performance-Tuning/dp/1484288904/ref=sr_1_37?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411644&sprefix=sql+b%2Caps%2C498&sr=8-37,1484288904
SQL for Beginners: An Informative and In-depth Guide to SQL Programming,Chad Knowles,4.9,192,Paperback,15.89,15.89,https://www.amazon.com//SQL-Beginners-Informative-depth-Programming/dp/B0BGNF4Q4W/ref=sr_1_38?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411644&sprefix=sql+b%2Caps%2C498&sr=8-38,B0BGNF4Q4W
"SQL Server 2019 Administrator's Guide: A definitive guide for DBAs to implement, monitor, and maintain enterprise database solutions, 2nd Edition",Marek Chmel,4.3,39,Paperback,46.99,46.99,https://www.amazon.com//SQL-Server-2019-Administrators-Guide/dp/1789954320/ref=sr_1_39?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411644&sprefix=sql+b%2Caps%2C498&sr=8-39,1789954320
SQL: The Ultimate Beginner's Guide to Learn SQL Programming Step-by-Step (Computer Programming),Part of: Computer Programming (28 books),4.3,37,Kindle,0.00,0.00,https://www.amazon.com//SQL-Beginners-Programming-Step-Step-ebook/dp/B08VRJ5BNY/ref=sr_1_40?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411644&sprefix=sql+b%2Caps%2C498&sr=8-40,B08VRJ5BNY
Sql Guide (Quick Study: SQL),Inc. BarCharts,4.5,1703,Cards,4.95,4.95,https://www.amazon.com//Sql-Guide-Quick-Study-SQL/dp/1572229160/ref=sr_1_41?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411644&sprefix=sql+b%2Caps%2C498&sr=8-41,1572229160
Geospatial Analysis with SQL: A hands-on guide to performing geospatial analysis by unlocking the syntax of spatial SQL,Bonny P McClain,5.0,3,Paperback,44.99,44.99,https://www.amazon.com//Geospatial-Analysis-SQL-hands-performing/dp/180461646X/ref=sr_1_42?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411644&sprefix=sql+b%2Caps%2C498&sr=8-42,180461646X
"Ace the Data Science Interview: 201 Real Interview Questions Asked By FAANG, Tech Startups, & Wall Street",Nick Singh,4.5,729,Paperback,37.80,42.00,https://www.amazon.com//Ace-Data-Science-Interview-Questions/dp/0578973839/ref=sr_1_43?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411644&sprefix=sql+b%2Caps%2C498&sr=8-43,0578973839
Python Programming Language,Berajah Jayne,4.6,1577,Paperback,7.95,7.95,https://www.amazon.com//Python-Programming-Language-Berajah-Jayne/dp/1423241886/ref=sr_1_44?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411644&sprefix=sql+b%2Caps%2C498&sr=8-44,1423241886
Excel Formulas (Quick Study Computer),Inc. BarCharts,4.5,2594,Ring-bound,5.95,5.95,https://www.amazon.com//Excel-Formulas-Quick-Study-Computer/dp/1423221699/ref=sr_1_45?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411644&sprefix=sql+b%2Caps%2C498&sr=8-45,1423221699
"The Definitive Guide to DAX: Business Intelligence for Microsoft Power BI, SQL Server Analysis Services, and Excel Second Edition (Business Skills)",Part of: Business Skills (19 books),4.7,1183,Paperback,43.99,54.99,https://www.amazon.com//Definitive-Guide-DAX-intelligence-Microsoft/dp/1509306978/ref=sr_1_46?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411644&sprefix=sql+b%2Caps%2C498&sr=8-46,1509306978
SQL : 2 Books in 1 - The Ultimate Beginner & Intermediate Guides To Mastering SQL Programming Quickly (Computer Programming),Part of: Computer Programming (28 books),4.6,37,Kindle,0.00,0.00,https://www.amazon.com//SQL-Ultimate-Intermediate-Mastering-Programming-ebook/dp/B09SCP1Y5C/ref=sr_1_47?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411644&sprefix=sql+b%2Caps%2C498&sr=8-47,B09SCP1Y5C
"PROC SQL: Beyond the Basics Using SAS, Third Edition",Kirk Paul Lafler,5.0,11,Paperback,63.95,63.95,https://www.amazon.com//PROC-SQL-Beyond-Basics-Using/dp/163526684X/ref=sr_1_48?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411644&sprefix=sql+b%2Caps%2C498&sr=8-48,163526684X
Pro SQL Server 2022 Administration: A Guide for the Modern DBA,Peter A. Carter,,0,Paperback,69.99,69.99,https://www.amazon.com//Pro-SQL-Server-2022-Administration/dp/1484288637/ref=sr_1_49?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411644&sprefix=sql+b%2Caps%2C498&sr=8-49,1484288637
Advanced SQL with SAS,Christian FG Schendera,,0,Kindle,51.13,63.99,https://www.amazon.com//Advanced-SQL-SAS-Christian-Schendera-ebook/dp/B0B4B692YK/ref=sr_1_50?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411644&sprefix=sql+b%2Caps%2C498&sr=8-50,B0B4B692YK
SQL Queries for Mere Mortals: A Hands-On Guide to Data Manipulation in SQL,Part of: For Mere Mortals (5 books),4.5,253,Paperback,49.99,49.99,https://www.amazon.com//SQL-Queries-Mere-Mortals-Hands/dp/0134858336/ref=sr_1_51?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411644&sprefix=sql+b%2Caps%2C498&sr=8-51,0134858336
"Computer Programming for Beginners: 3 Books in 1: R, Phython and SQL Coding Languages",Anthony McGuire,3.7,33,Paperback,10.97,10.97,https://www.amazon.com//Computer-Programming-Beginners-Phython-Languages/dp/B098G94ZM2/ref=sr_1_52?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411644&sprefix=sql+b%2Caps%2C498&sr=8-52,B098G94ZM2
Learn SQL Database Programming: Query and manipulate databases from popular relational database servers using SQL,Josephine Bush,4.4,26,Paperback,39.99,41.99,https://www.amazon.com//Learn-SQL-Database-Programming-manipulate/dp/1838984763/ref=sr_1_53?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411644&sprefix=sql+b%2Caps%2C498&sr=8-53,1838984763
"SQL: The Complete Reference, 3rd Edition",Paul N. Weinberg,4.5,40,Paperback,35.85,70.00,https://www.amazon.com//SQL-Complete-Reference-James-Groff/dp/0071592555/ref=sr_1_54?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411644&sprefix=sql+b%2Caps%2C498&sr=8-54,0071592555
SQL Performance Tuning,Peter Gulutzan,3.7,16,Paperback,,,https://www.amazon.com//SQL-Performance-Tuning-Peter-Gulutzan/dp/0201791692/ref=sr_1_55?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411644&sprefix=sql+b%2Caps%2C498&sr=8-55,0201791692
PROC SQL by Example: Using SQL within SAS,Howard Schreier,4.5,17,Paperback,64.95,64.95,https://www.amazon.com//PROC-SQL-Example-Using-within/dp/1599942976/ref=sr_1_56?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411644&sprefix=sql+b%2Caps%2C498&sr=8-56,1599942976
T-SQL Window Functions: For data analysis and beyond (Developer Reference),Part of: Developer Reference (71 books),4.8,65,Paperback,38.17,39.99,https://www.amazon.com//T-SQL-Window-Functions-Developer-Reference/dp/0135861446/ref=sr_1_57?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411644&sprefix=sql+b%2Caps%2C498&sr=8-57,0135861446
Learn SQL by Examples: Examples of SQL Queries and Stored Procedures for MySQL and Oracle,Sergey Skudaev,4.2,40,Paperback,9.99,9.99,https://www.amazon.com//Learn-SQL-Examples-Queries-Procedures/dp/1546996346/ref=sr_1_58?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411644&sprefix=sql+b%2Caps%2C498&sr=8-58,1546996346
MySQL Connector/Python Revealed: SQL and NoSQL Data Storage Using MySQL for Python Programmers,Jesper Wisborg Krogh,4.0,11,Paperback,49.99,49.99,https://www.amazon.com//MySQL-Connector-Python-Revealed-Programmers/dp/1484236939/ref=sr_1_59?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411644&sprefix=sql+b%2Caps%2C498&sr=8-59,1484236939
"Microsoft SQL Server 2019: A Beginner's Guide, Seventh Edition",Dusan Petkovic,4.5,66,Paperback,38.85,50.00,https://www.amazon.com//Microsoft-SQL-Server-2019-Beginners/dp/1260458873/ref=sr_1_60?crid=GNW0L9FR9XFO&keywords=SQL+book&qid=1675411644&sprefix=sql+b%2Caps%2C498&sr=8-60,1260458873
"SQL: 3 books 1 - The Ultimate Beginner, Intermediate & Expert Guides To Master SQL Programming Quickly with Practical Exercises",Mark Reed,4.5,284,Paperback,24.69,25.99,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A1024232A6BCWAIDU40C&qualifier=1675411657&id=6087892520259488&widgetName=sp_atf_next&url=%2FSQL-Intermediate-Programming-Practical-Exercises%2Fdp%2FB0B5MM3RMK%2Fref%3Dsr_1_49_sspa%3Fcrid%3DGNW0L9FR9XFO%26keywords%3DSQL%2Bbook%26qid%3D1675411657%26sprefix%3Dsql%2Bb%252Caps%252C498%26sr%3D8-49-spons%26psc%3D1,B0B5MM3RMK
